app_id,TYPICALITY
603800,0.028740356
702110,0.053048588
734910,0.021143563
603880,0.039943205
702190,0.022914935
407310,0.026434495
505630,0.038466871
603940,0.030460072
604000,0.052719378
702320,0.019092031
571260,0.026032394
341890,0.029348364
669580,0.012554215
669630,0.064922818
669660,0.047878255
636960,0.038602872
735280,0.044986531
669770,0.028821956
735350,0.030749439
571530,0.023753201
637100,0.016574606
342190,0.024206519
538810,0.022834145
538840,0.018150457
604450,0.034941399
571720,0.056084793
670060,0.064922818
670100,0.059861036
408030,0.034821826
637410,0.018351696
473610,0.025619793
604740,0.027403141
342640,0.021719435
572020,0.040600804
539270,0.131976922
539280,0.131976922
604830,0.052316359
539300,0.131976922
572180,0.065789216
539450,0.077167983
768840,0.020463922
408410,0.031688599
736110,0.040137696
637860,0.031719432
637880,0.050682497
375750,0.017771292
703430,0.03325097
736200,0.051607598
637960,0.044343696
539660,0.040699946
703510,0.021778792
605310,0.032974338
638110,0.037271051
670900,0.110226577
638160,0.014571846
703700,0.018004109
703700,0.018004109
671170,0.024641201
703940,0.011031723
703950,0.016173527
703980,0.022877262
703980,0.022877262
704040,0.018906387
736860,0.052832391
605830,0.02653818
605850,0.058086684
769690,0.024555505
671390,0.023435232
573130,0.035742669
573170,0.01876564
605990,0.054407796
573260,0.022179236
573300,0.065789216
540590,0.078695721
671670,0.069743366
638930,0.039450303
671700,0.033633564
540690,0.01153888
671800,0.037997939
573520,0.05283127
573530,0.052719378
573550,0.03095819
606330,0.032000433
639130,0.043892758
573600,0.05196652
606370,0.023876263
704690,0.032355736
639170,0.013577678
540900,0.049337847
409850,0.013524662
672000,0.044100096
606480,0.040931708
639300,0.025147718
573780,0.026165341
573800,0.032622582
475530,0.078695721
704910,0.021163519
442780,0.023718284
704950,0.042129342
639470,0.031570551
639490,0.027455388
606730,0.053260873
541210,0.022391241
541230,0.029712616
705070,0.048007302
574010,0.060564012
574050,0.024148546
508530,0.025424492
639650,0.022608447
574160,0.032057677
738020,0.022442793
606960,0.020348408
541450,0.018396398
738060,0.01510795
639790,0.02819556
574260,0.05526279
672640,0.016362189
672680,0.007832936
672730,0.028002251
574440,0.027664501
508980,0.027400602
672860,0.016255124
705640,0.029424357
574640,0.040179422
312520,0.030559192
476360,0.0288759
476420,0.017878784
673070,0.026773322
509250,0.040967888
312650,0.080600594
705870,0.069744489
312660,0.017141641
476540,0.032097937
607660,0.052106807
443880,0.033437169
673300,0.050328067
345630,0.036240958
640590,0.051157048
542290,0.043580789
706130,0.051565553
509560,0.018555999
607880,0.020668253
607890,0.034483719
411300,0.014681038
378540,0.017167919
739000,0.048641451
608000,0.436363636
345860,0.026312106
444250,0.035090862
575330,0.035045349
509800,0.033671603
575400,0.02373041
575420,0.058086684
739260,0.026350548
542660,0.018110885
640990,0.033486692
378860,0.035022671
575480,0.040699946
575510,0.032888593
313390,0.020970144
575540,0.035502752
575550,0.023268775
575570,0.041804527
575590,0.05424684
673900,0.035027366
608370,0.023566639
510070,0.065789216
673940,0.017818719
575650,0.052550028
575700,0.077167983
215280,0.010805703
608510,0.031906384
608530,0.021095075
510240,0.049041578
543010,0.024491486
674130,0.03119285
575830,0.045813424
575840,0.048440448
543100,0.019498592
313780,0.04830688
575940,0.023466152
543180,0.052589967
575990,0.054112894
543240,0.04288666
543260,0.024683092
608800,0.02772798
510510,0.015050092
576100,0.056697341
739980,0.024027115
740040,0.023675823
674520,0.036987921
543460,0.020059434
576260,0.012825189
510730,0.02062558
576280,0.030944077
641860,0.047512144
576370,0.041658185
510850,0.044343696
576400,0.051659931
576420,0.032632921
641980,0.03374329
674750,0.020176764
445430,0.020180409
707580,0.03201366
740470,0.044663646
674940,0.036090495
543870,0.032739849
576660,0.045688926
675010,0.013171125
576720,0.024267656
740600,0.026902319
576810,0.024069656
576840,0.040056338
576860,0.030012957
445870,0.05283127
544330,0.046352397
708260,0.040875643
511660,0.0763634
577270,0.044343696
577290,0.043401814
347950,0.030774856
675630,0.036874853
577390,0.044783998
544630,0.022464269
610180,0.028913251
577460,0.027953476
577480,0.032148812
708580,0.034698037
380920,0.049744714
610310,0.053478071
512060,0.027914286
446550,0.042653484
741490,0.050981995
741500,0.037798685
446610,0.03928654
577690,0.043341232
512180,0.035598358
577730,0.034444179
643270,0.016787013
577740,0.069744489
741590,0.030936509
676120,0.025719177
741670,0.03027866
577850,0.044343696
446790,0.036733427
545130,0.035463281
577910,0.035980594
676240,0.019064693
577940,0.047678104
512410,0.029107338
512490,0.053465473
545270,0.02719874
610810,0.024955648
643620,0.051581013
414330,0.029507044
545410,0.051979669
676490,0.019788844
545430,0.046832629
643870,0.021306725
643880,0.015138169
447290,0.015992051
709450,0.037028701
545650,0.026794417
643960,0.014509058
545660,0.03987881
578430,0.028581054
676770,0.047880087
578470,0.050656995
381890,0.019524998
414700,0.016552842
644080,0.042385118
414740,0.016285121
611350,0.056330495
545830,0.023423949
644160,0.064922818
644200,0.015182342
545980,0.04782533
578830,0.03344564
611640,0.026424663
578900,0.008018602
578930,0.055872306
382330,0.032257182
480640,0.019106168
710030,0.021316235
382360,0.058134477
677280,0.047057154
611750,0.019045425
546220,0.012974889
415170,0.037832326
513480,0.052106807
579020,0.035168757
644570,0.021532824
579050,0.024363895
513550,0.047362072
579110,0.020721094
415300,0.01294178
579150,0.065789216
448170,0.013565545
612020,0.030414328
612070,0.020589559
579330,0.045813424
612100,0.026283931
612110,0.03869726
448290,0.040604795
415600,0.035821434
317370,0.023645176
743370,0.051032216
415880,0.035555648
645260,0.022001073
579780,0.026729236
743640,0.046387101
579820,0.055094465
612620,0.036767123
448800,0.015057643
678190,0.023516203
579940,0.022670979
645480,0.053005881
514460,0.049859907
448930,0.03998873
645630,0.020133005
514580,0.026973275
645690,0.024159516
580200,0.019533687
580200,0.019533687
678530,0.065789216
613010,0.07157438
645790,0.013012924
350880,0.038554752
645820,0.015705359
580300,0.045813424
514810,0.021718955
613270,0.027538334
514990,0.010124979
744420,0.053305496
744430,0.039284939
613390,0.020519079
613410,0.044502461
678970,0.024556279
580680,0.045632345
744520,0.031355579
547930,0.053646141
580710,0.018579734
449640,0.017860446
580720,0.075470844
580870,0.051979669
580890,0.065789216
646430,0.025946708
613670,0.046322845
711990,0.02579838
712000,0.016733306
712050,0.03928654
646530,0.042331305
581030,0.031463523
581060,0.037008665
646600,0.017540697
581100,0.064922818
548350,0.035665071
581120,0.01855259
548370,0.012246155
581230,0.031889658
581300,0.023925966
614100,0.030936509
646960,0.07157438
581520,0.031782258
548810,0.020516055
712770,0.047968616
712790,0.037391334
581760,0.046742471
712840,0.02579838
549000,0.056697341
549080,0.020620997
614630,0.03163811
745760,0.041017161
352550,0.014248919
549190,0.081374371
549240,0.054112894
745850,0.03384223
516480,0.059861036
680320,0.018646021
450950,0.028856516
549260,0.024820927
680340,0.03782211
549280,0.023493156
483770,0.038468658
745960,0.03777699
516600,0.019085963
614910,0.077167983
549390,0.077167983
582160,0.015045999
713260,0.033025136
615010,0.023574029
647830,0.021273961
615180,0.030361117
451340,0.024603379
647960,0.023076168
713530,0.019122357
582550,0.054112894
582560,0.081374371
549850,0.032664058
680980,0.022982323
549950,0.08611512
746570,0.063420208
386140,0.022185241
746620,0.026222878
386200,0.047235733
582810,0.05255903
550080,0.032784364
582960,0.038554752
582980,0.044481985
582990,0.058226139
517460,0.027245831
583040,0.025630115
746910,0.035194484
648630,0.019353571
550340,0.024822735
714240,0.026139123
681500,0.061867094
615970,0.03905477
484900,0.024251453
386620,0.026042055
616000,0.064922818
484930,0.025613076
550470,0.018343283
517780,0.014152003
616090,0.016618953
616110,0.052796883
550590,0.033627529
386770,0.032619422
616220,0.018415654
747310,0.017611823
616240,0.048133473
681780,0.052248654
747340,0.034130421
714580,0.032097937
518060,0.025836543
518130,0.039104426
550990,0.02186495
583760,0.065789216
747770,0.047968616
715010,0.018810899
616740,0.048641451
420180,0.036382401
584040,0.077167983
649580,0.035202728
649600,0.03507014
649640,0.032276219
551450,0.016090509
649790,0.047940969
485980,0.014774374
420520,0.012813228
584370,0.039992121
453310,0.041812187
453310,0.041812187
453310,0.041812187
617160,0.034808369
650000,0.038378833
650070,0.027670768
650110,0.029844594
584600,0.065789216
682910,0.066810298
682970,0.047968616
617440,0.021094235
552030,0.038554752
584800,0.010584439
420980,0.034822732
355460,0.056697341
421020,0.019375223
617660,0.036733465
650440,0.01290987
584930,0.037380757
683280,0.027506836
650570,0.020390011
552300,0.031287988
585080,0.026988692
552350,0.019163193
650670,0.018114583
355790,0.02111777
585180,0.033326764
552440,0.044167071
650750,0.023209114
650760,0.029253067
683530,0.050656995
552460,0.024270401
716340,0.035049558
585270,0.038084126
716400,0.046208936
585360,0.031978015
683670,0.048186067
552700,0.016418747
585550,0.018809303
716630,0.013421121
356190,0.015954117
388960,0.044100096
716650,0.017434206
683900,0.044986531
683930,0.040408679
552910,0.015938146
749520,0.029026392
552970,0.039236672
585880,0.032648233
585890,0.035753025
585900,0.03240295
585910,0.018642619
520380,0.045688926
651470,0.029806405
684250,0.03744028
618720,0.020769543
684270,0.019375292
684300,0.049507386
553260,0.017035006
586080,0.036608141
553320,0.044672324
455020,0.015807089
553340,0.033394402
586140,0.029257706
618970,0.027430471
553470,0.042216306
586240,0.019014111
586310,0.064887366
422500,0.039328572
586350,0.029731449
586390,0.020314797
684720,0.022743658
619210,0.034933564
684820,0.064922818
684870,0.044396128
357190,0.023476324
750450,0.029956082
390030,0.033269273
553880,0.032570184
422810,0.015336859
652190,0.028237768
619490,0.040962205
553960,0.045834715
586750,0.031438944
521230,0.04095943
750660,0.031229144
619600,0.042115961
586880,0.059861036
521350,0.042857271
554150,0.01897347
586960,0.059861036
619740,0.043194446
586980,0.030870697
554220,0.023077039
586990,0.054311996
488690,0.025403871
587000,0.021066181
685310,0.029333268
750850,0.058086684
554330,0.065789216
619870,0.053411657
718180,0.020913113
619880,0.045139979
718200,0.025875015
619910,0.022335805
750990,0.031355579
587260,0.020932926
554510,0.023842755
587290,0.075470844
718370,0.035117485
521790,0.012805301
685680,0.021426322
620170,0.041061008
489110,0.034890077
587420,0.02679396
718500,0.046223738
751280,0.07157438
652980,0.024145908
489140,0.049333837
751300,0.131976922
587470,0.045006731
587490,0.044506634
554750,0.035463281
489260,0.035472978
685950,0.054112894
751500,0.010938571
653220,0.046223738
685990,0.064922818
587690,0.069744489
751590,0.025364906
522220,0.024232443
522230,0.020018413
587770,0.045688926
489570,0.032175416
686180,0.032164978
686190,0.013492576
555150,0.021222926
620700,0.02342869
686340,0.024797554
588110,0.019706135
588190,0.075470844
752050,0.029141831
489930,0.023690612
588240,0.025148709
391640,0.018599209
621080,0.05526279
588340,0.03995577
555580,0.051608016
719430,0.02579838
490080,0.023729816
653940,0.03099963
653950,0.0450897
588430,0.025556079
686740,0.014213085
326360,0.009252728
654090,0.035502752
490250,0.012397545
719640,0.006842681
588690,0.021842686
555950,0.025637027
654260,0.055328307
588730,0.056557944
523210,0.01809655
490450,0.027790712
490450,0.027790712
490450,0.027790712
654300,0.02152676
457760,0.03578853
392280,0.016743104
588890,0.031438944
556180,0.029387487
457890,0.033940076
720040,0.01709184
687310,0.070622749
621810,0.017479478
621830,0.110226577
720150,0.026968206
425240,0.017095249
523610,0.024365865
589150,0.054311996
720240,0.030008531
589200,0.042989613
720280,0.032687667
720290,0.056697341
425460,0.027736116
654850,0.020125837
359940,0.016450023
654880,0.019593358
622170,0.04778081
687750,0.048434932
654990,0.050439624
589460,0.036657437
622270,0.077167983
655040,0.050439624
589510,0.043857323
753360,0.025755583
589530,0.035199463
753380,0.141408349
687850,0.005101413
491280,0.033244928
556820,0.015267018
720670,0.131976922
622370,0.024089297
655160,0.038662381
556860,0.037008665
655170,0.019746282
589640,0.036873655
458600,0.059861036
687980,0.01558952
393080,0.061810828
589740,0.036680566
458680,0.020234168
524220,0.01563368
589760,0.030488394
